lifter_id,Name,Sex,BirthYearClass,Country
18828,Kim Bellars,F,24-39,South Africa
18829,Eriko Himeno,F,24-39,Japan
18830,Ingeborg Marx,F,24-39,Belgium
18831,Ya-Ching Huang,F,19-23,Taiwan
18832,Heini Laitinen,F,24-39,Finland
18833,Jessica Jones #1,F,24-39,England
18834,Phoebe Woods,F,24-39,Australia
18835,Christine Bindemann,F,24-39,Germany
18836,Ingrid Cullen,F,24-39,Australia
18837,Stanislawa Gal,F,24-39,Poland
18838,Lisa Sjöstrand,F,24-39,Sweden
18839,Yekaterina Tanakova,F,24-39,Russia
18840,Isabelle Mary,F,24-39,France
18841,Laurence Morales,F,24-39,Belgium
18842,Gina Nicholas,F,24-39,USA
18843,Anne Mort,F,24-39,Australia
18844,Deborah Thorman,F,24-39,Canada
18845,Sherie McMahon,F,24-39,Australia
18846,Vicky Steenrod,F,40-49,USA
18847,Gabriele Fuchs,F,24-39,Germany
18848,Ching-Fang Chang,F,19-23,Taiwan
18849,Jolanda Mikic,F,24-39,Netherlands
18850,Irene King,F,40-49,Canada
18851,Bev Smith,F,40-49,Australia
18852,Shelby Corson,F,24-39,USA
18853,Chantal de Visser,F,24-39,Netherlands
18854,Alla Korshunova,F,24-39,Russia
18855,Jessica Ferrere,F,24-39,France
18856,Anna Ganenko,F,19-23,Ukraine
18857,Angelika Moser,F,24-39,Germany
18858,Holly Foster,F,24-39,USA
18859,Susanna Tjernell-Formgren,F,24-39,Sweden
18860,Ulrike Herchenhein,F,24-39,Germany
18861,Chia-Sui Lee,F,19-23,Taiwan
18862,Katrina Robertson,F,24-39,Australia
18863,Maria Takacs,F,24-39,Hungary
18864,Haruji Watanabe,M,,Japan
18865,Wayne Osborne,M,,Canada
18866,Paul Edom,M,,Australia
18867,Viljo Issakainen,M,,Finland
18868,Ken Thrush,M,40-49,England
18869,Harold Norville,M,,Canada
18870,Maths Johansson,M,,Sweden
18871,Yoshio Shimada,M,,Japan
18872,Precious McKenzie,M,24-39,UK
18873,John Ambler,M,,UK
18874,Isao Konno,M,,Japan
18875,A. Mwape,M,,Zambia
18876,T. Wallace,M,,Ireland
18877,John Welch #1,M,24-39,USA
18878,Raimo Välineva,M,24-39,Finland
18879,Takeo Tanaka,M,,Japan
18880,Dennis Atland,M,,Sweden
18881,Bo Eklöf,M,24-39,Sweden
18882,Masayuki Yamamoto,M,,Japan
18883,Michael Shaw #1,M,24-39,UK
18884,R. Casale,M,,Zambia
18885,Peter Fiore,M,24-39,Zambia
18886,Rodger Chauvin,M,,Canada
18887,Lars Buckland,M,,Sweden
18888,Robert Jeha,M,,Australia
18889,Gunnar Skogstad,M,,Norway
18890,Gunnar Lorentzen,M,,Norway
18891,J. Chiwanga,M,,Zambia
18892,Degawa,M,,Japan
18893,Savvides,M,,Cyprus
18894,Dennis Wright #1,M,24-39,USA
18895,Lars Björck,M,,Sweden
18896,Per Buarø,M,,Norway
18897,Norman Jeha,M,,Australia
18898,Arne Boe,M,,Norway
18899,Ron Whiteway,M,,Ireland
18900,Barry O'Brien,M,,Jamaica
18901,Eamon Toal,M,,England
18902,Gunnar Østby,M,,Norway
18903,Ned Gvoich,M,,Canada
18904,Norman May,M,,Luxembourg
18905,Marwin Phillips,M,,USA
18906,Raimo Halvorsén,M,,Finland
18907,Shoei Nakamura,M,,Japan
18908,Charles Madondo,M,,Zambia
18909,Johan Kallevik,M,,Norway
18910,Paul Jordan,M,,UK
18911,Doug Young,M,,USA
18912,David Carter #1,M,24-39,England
18913,Jack,M,,Canada
18914,Thore Wilkstrom,M,50-59,Sweden
18915,Alan Marshall,M,,Australia
18916,John Phillip,M,,Tonga
18917,John Alderson,M,,UK
18918,Sven Huberth,M,24-39,Sweden
18919,Gerard du Prie,M,24-39,Netherlands
18920,Oleksii Halahan,M,14-18,Ukraine
18921,Rozmatbek Azizullayev,M,14-18,Kazakhstan
18922,Szymon Kwiecień,M,14-18,Poland
18923,Rozmatkhozha Tursynbayev,M,14-18,Kazakhstan
18924,Andrei Iacobescu,M,14-18,Romania
18925,Zaid Al-Muttairi,M,14-18,Iraq
18926,Dmytro Sivakov,M,14-18,Ukraine
18927,Abbas Al-Sarray,M,14-18,Iraq
18928,Hussein Mohan,M,14-18,Iraq
18929,Valentin Muntyan,M,14-18,Ukraine
18930,Gabriel Ryś,M,14-18,Poland
18931,Dmytro Rozhanskyi,M,14-18,Ukraine
18932,Illya Kuchma,M,14-18,Ukraine
18933,Hasan Al-Shumoos,M,14-18,Iraq
18934,Ivan Parshin,M,14-18,Russia
18935,Anatolii Zaiets,M,14-18,Ukraine
18936,Abbas Al-Abedi,M,14-18,Iraq
18937,Marius Tutunaru,M,14-18,Romania
18938,Oleksii Lisenko,M,14-18,Ukraine
18939,Zainulabdeen Al-Omairi,M,14-18,Iraq
18940,Ilia Sherstnev,M,14-18,Russia
18941,Mustafa Al-Turfi,M,14-18,Iraq
18942,Dmytro Vovchok,M,14-18,Ukraine
18943,Muhtada Al-Helli,M,19-23,Iraq
18944,Dmitrii Evdokimov,M,19-23,Russia
18945,Sajjad Sarray,M,19-23,Iraq
18946,Ilya Marichev,M,19-23,Russia
18947,Vladislav Iushchenko,M,19-23,Russia
18948,Redha Al-Sarray,M,19-23,Iraq
18949,Evgenii Stepanov,M,19-23,Russia
18950,Ali Gharbawee,M,19-23,Iraq
18951,Filip Jakubec Kristian,M,19-23,Slovakia
18952,Catalin Cristian Hangan,M,19-23,Romania
18953,Mateusz Szymkiewicz,M,19-23,Poland
18954,Paul Bejenariu,M,19-23,Romania
18955,Azizbek Amanov,M,19-23,Kazakhstan
18956,Patrick Loesel,M,19-23,Germany
18957,Aleksandr Kuzmin,M,19-23,Russia
18958,Dmytro Holinei,M,19-23,Ukraine
18959,Mariusz Tworkowski,M,19-23,Poland
18960,Ameer Ismael,M,19-23,Iraq
18961,Semen Dukshanin,M,19-23,Russia
18962,Alexandru Cataramba,M,19-23,Romania
18963,Ahmed Al-Murshidawee,M,19-23,Iraq
18964,Oun Adleehmawi,M,19-23,Iraq
18965,Daria Chernyshova,F,14-18,Ukraine
18966,Anzhelika Oboturova,F,14-18,Russia
18967,Valeriya Yavorska,F,14-18,Ukraine
18968,Denisa Turková,F,14-18,Czechia
18969,Alexandra Cazacu,F,14-18,Romania
18970,Sabina Oproiu,F,14-18,Romania
18971,Adrianna Borowczyk,F,14-18,Poland
18972,Yuliia Pita,F,14-18,Ukraine
18973,Emilia Gryczan,F,14-18,Poland
18974,Anastasia Artyomova,F,14-18,Ukraine
18975,Olívia Lapšanská,F,14-18,Slovakia
18976,Beatrice Teighiu-Jurj,F,14-18,Romania
18977,Ailen Mendoza,F,14-18,Argentina
18978,Anastasiya Astapova,F,14-18,Ukraine
18979,Wiktoria Sieczka,F,14-18,Poland
18980,Darta Berzina,F,14-18,Latvia
18981,Alina Nikohosian,F,14-18,Ukraine
18982,Dariia Holovko,F,19-23,Ukraine
18983,Oksana Kozmenchuk,F,19-23,Ukraine
18984,Teodora Toma,F,19-23,Romania
18985,Tetiana Zhydkova,F,19-23,Ukraine
18986,Hanna Dekermendzhy,F,19-23,Ukraine
18987,Kovács-Györkös Melánia,F,19-23,Hungary
18988,Olga Ponomareva,F,19-23,Russia
18989,Marthe S. Tjelta,F,19-23,Norway
18990,Anita Slobodian,F,19-23,Ukraine
18991,Anna Vasileva,F,19-23,Russia
18992,Anastasiya Antonyuk,F,19-23,Ukraine
18993,Katerina Pinionzh,F,19-23,Ukraine
18994,Patricia Slizova,F,19-23,Slovakia
18995,Laura Dabu,F,19-23,Romania
18996,Maria Burduf,F,19-23,Romania
18997,Klaudia Murza,F,19-23,Poland
18998,Aleksei Bakhirev,M,40-49,Russia
18999,Jakub Golak,M,40-49,Poland
19000,Radovan Rak,M,40-49,Slovakia
19001,Massimiliano Buccioni,M,40-49,Italy
19002,Alexander Nikitin,M,40-49,Russia
19003,Ilia Kolesov,M,40-49,Russia
19004,Marcel Rusnák,M,40-49,Slovakia
19005,Václav Patočka,M,40-49,Czechia
19006,Viktor Cherkasheninov,M,40-49,Ukraine
19007,Nicola D'Ambrosio,M,40-49,Italy
19008,Volodymyr Rozhanskyi,M,40-49,Ukraine
19009,Petro Olar,M,40-49,Ukraine
19010,Cristian Turco,M,40-49,Italy
19011,Rafał Lipka,M,40-49,Poland
19012,Daniel Balaita,M,40-49,Romania
19013,Robert Černovský,M,40-49,Czechia
19014,Peep Päll,M,50-59,Estonia
19015,Hasecic Vladan,M,50-59,Serbia
19016,Morten Sørig,M,50-59,Denmark
19017,Lucian Otoiu,M,50-59,Romania
19018,Radoi Avram,M,50-59,Romania
19019,Michael Wimmer,M,60-69,Germany
19020,Antonio Campillo Aráez,M,60-69,Spain
19021,Bakyt Kerimbekov,M,60-69,Kyrgyzstan
19022,Vidar Alexander Ringvold,M,60-69,Norway
19023,Heino Maiste,M,70-999,Estonia
19024,Michela Gubernati,F,40-49,Italy
19025,Danuta Golubiewska,F,40-49,Poland
19026,Anna Stenghel,F,50-59,Italy
19027,Olga Bychkova,F,50-59,Russia
19028,Teresa Palmisano,F,50-59,Italy
19029,Tone Glomstein,F,50-59,Norway
19030,Keisuke Takahashi,M,40-49,Japan
19031,Arthur Mashinskiy,M,24-39,Russia
19032,Oleksandr Shliakhta,M,24-39,Ukraine
19033,Michael Hildebrandt,M,24-39,Germany
19034,Majid Haji Agha Bozorg,M,24-39,Iran
19035,Heinrich Janse van Rensburg,M,24-39,South Africa
19036,Jeremy Auerbach,M,24-39,USA
19037,Markus Larsson,M,40-49,Sweden
19038,Jarmo Myller,M,40-49,Finland
19039,Altangerel Bujinlkham,M,24-39,Mongolia
19040,Ryan Carrillo #1,M,24-39,USA
19041,Mostafa Parvaresh Rooh,M,24-39,Iran
19042,Sultan Bexeiit,M,14-18,Kazakhstan
19043,Sergei Sergienko,M,14-18,Russia
19044,Jorge Saldana,M,14-18,USA
19045,Matthew Devine,M,14-18,USA
19046,Aleksey Rikhter,M,14-18,Russia
19047,Paweł Porębny,M,14-18,Poland
19048,Kuanyshbay Tulegenov,M,14-18,Kazakhstan
19049,Konstantin Kurnakin,M,14-18,Russia
19050,Nail Iuldashev,M,14-18,Russia
19051,Janis Vilcins,M,14-18,Latvia
19052,Zhavlan Shaukatov,M,14-18,Kazakhstan
19053,Vadim Maleiko,M,14-18,Russia
19054,Jared Syed,M,14-18,England
19055,Michał Kojder,M,14-18,Poland
19056,Charles Vandaver,M,14-18,USA
19057,Dawid Grzegorczuk,M,14-18,Poland
19058,Artur Zalotov,M,14-18,Ukraine
19059,Prokhor Poplygin,M,14-18,Russia
19060,Rasmus Bodell,M,14-18,Sweden
19061,Yutaro Kashiwagi,M,14-18,Japan
19062,Kamil Jagiełło,M,14-18,Poland
19063,Mitchell Cowman,M,14-18,USA
19064,Aleh Kudrautsau,M,14-18,Latvia
19065,Kensuke Suto,M,14-18,Japan
19066,Martin Tretyn,M,14-18,Poland
19067,Eli Peterson,M,14-18,USA
19068,Gabriel Gigout,M,19-23,USA
19069,Kazumasa Kimura,M,19-23,Japan
19070,Garth Sullivan,M,19-23,USA
19071,Kenny Nguyen,M,19-23,USA
19072,Yo Mizuno,M,19-23,Japan
19073,Cyril Caron,M,19-23,France
19074,Roman Pecho,M,19-23,Slovakia
19075,Andrey Dorokhov,M,19-23,Kazakhstan
19076,Pavel Dolgov,M,19-23,Russia
19077,Pietu Lippo,M,19-23,Finland
19078,Lyle Cardy,M,19-23,New Zealand
19079,Yoshinari Takayama,M,19-23,Japan
19080,Baudon Bakken Sebastian,M,19-23,Norway
19081,Naoki Hasegawa,M,19-23,Japan
19082,Shinichiro Sato,M,19-23,Japan
19083,Sondre Granheim,M,19-23,Norway
19084,Sebastian Gronschel,M,19-23,Germany
19085,Szymon Czerwinski,M,19-23,Poland
19086,Nikita Vanshin,M,19-23,Russia
19087,Josef Eriksson,M,19-23,Sweden
19088,James Guillory,M,19-23,USA
19089,Daiki Igarashi,M,19-23,Japan
19090,Alexander Christensen,M,19-23,Denmark
19091,Sergey Degtyaryov,M,19-23,Russia
19092,Christian Martinsson,M,19-23,Sweden
19093,Dawid Staszuk,M,19-23,Poland
19094,Yevhen Vasyliev,M,19-23,Ukraine
19095,Richard Covington,M,19-23,USA
19096,Adrian Fahlqvist,M,19-23,Sweden
19097,Calle Nilsson,M,19-23,Sweden
19098,Patryk Korczyński,M,19-23,Poland
19099,Viktor Ben Gestsson,M,19-23,Iceland
19100,Joachim Merenyi,M,19-23,Norway
19101,Ilka Schwengl-Forsthuber,F,50-59,Austria
19102,Karina Simonians,F,24-39,Russia
19103,Ana Zigler,F,24-39,USA
19104,Mette Rasmussen,F,24-39,Denmark
19105,Erika Andersen,F,24-39,Denmark
19106,Krisztina Lója,F,24-39,Hungary
19107,Andrea Hammarström,F,24-39,Sweden
19108,Kathrine Kristensen,F,24-39,Denmark
19109,Alexandra Tichy,F,24-39,Austria
19110,Alexandra Suntsova,F,14-18,Russia
19111,Mia Engrenius,F,14-18,Sweden
19112,Jennifer Martinez #4,F,14-18,USA
19113,Iulia Korobovskaia,F,14-18,Russia
19114,Vlada Stazayeva,F,14-18,Kazakhstan
19115,Viktoria Shteinke,F,14-18,Russia
19116,Antonia Bertilsson,F,14-18,Sweden
19117,Anna Dorthea Espevik,F,14-18,Norway
19118,Nikola Zaborowska,F,14-18,Poland
19119,Alevtina Nikolaeva,F,14-18,Kazakhstan
19120,Ksenia Petrova,F,14-18,Russia
19121,Cursti Cope,F,14-18,USA
19122,KayDee Sexton,F,14-18,USA
19123,Paulina Mularczyk,F,19-23,Poland
19124,Maria Burova,F,19-23,Russia
19125,Aleksandra Sobczyk,F,19-23,Poland
19126,Mitsuki Irifune,F,19-23,Japan
19127,Malin Carlsson,F,19-23,Sweden
19128,Anna Birgevaiya,F,19-23,Russia
19129,Akane Ishibashi,F,19-23,Japan
19130,Anastasiya Putilina,F,19-23,Russia
19131,Yvonne Wamnes,F,19-23,Denmark
19132,Stacie Pomrening,F,19-23,USA
19133,Elena Ivanova,F,19-23,Russia
19134,Clara Fridén,F,19-23,Sweden
19135,Kristian Villegas,F,19-23,USA
19136,Desiree Trinidad,F,19-23,USA
19137,Sarah Walker,F,19-23,USA
19138,Oscar Martel,M,14-18,USA
19139,Dmitrii Lagutin,M,14-18,Russia
19140,Mizuki Hamasuna,M,14-18,Japan
19141,Logan Pennington,M,14-18,USA
19142,Chun-Xuan Gao,M,14-18,Taiwan
19143,Dmitrii Zaitsev,M,14-18,Russia
19144,Yen-Lin Chen,M,14-18,Taiwan
19145,Sena Mochizuki,M,14-18,Japan
19146,Reo Aoyama,M,14-18,Japan
19147,Siddan Jimmy,M,14-18,India
19148,Phillip Nicaud,M,14-18,USA
19149,Kevin Schmid,M,14-18,Austria
19150,Dawson Stroik,M,14-18,USA
19151,Goki Arai,M,14-18,Japan
19152,Mpho Hlanyane,M,14-18,South Africa
19153,Lutho Tom,M,14-18,South Africa
19154,Noah Johnson #1,M,14-18,USA
19155,Andrii Hnatiuk,M,14-18,Ukraine
19156,Itsuki Serikawa,M,14-18,Japan
19157,Ryuta Yanagigawa,M,14-18,Japan
19158,Patrick Loesel,M,14-18,Germany
19159,Sam Bassan,M,14-18,USA
19160,Mark Dyachenko,M,14-18,Russia
19161,Jakub Hlaváč,M,14-18,Czechia
19162,Socrates Meza-Ayala,M,14-18,USA
19163,Joeji Umezawa,M,14-18,Japan
19164,Jaroslav Halač,M,14-18,Slovakia
19165,Vladimir Bazuev,M,14-18,Russia
19166,Allen Pennington,M,14-18,USA
19167,Bartosz Tokarski,M,14-18,Poland
19168,Ron Philip Anex,M,14-18,India
19169,Yogesh Ganesan,M,14-18,India
19170,Semen Dukshanin,M,14-18,Russia
19171,Dominik Plaskonis,M,14-18,Slovakia
19172,Niko Iglesias,M,14-18,USA
19173,Egor Tkachuk,M,14-18,Russia
19174,Sandeep Singh #6,M,14-18,India
19175,Davion Aldridge,M,19-23,USA
19176,Dmitrii Chubarov,M,19-23,Russia
19177,Hung-Yen Lin,M,19-23,Taiwan
19178,Yin-Ming Luo,M,19-23,Taiwan
19179,Shogo Kono,M,19-23,Japan
19180,Ilya Mishin,M,19-23,Russia
19181,Yu-Jui Cheng,M,19-23,Taiwan
19182,Markus Binder,M,19-23,Austria
19183,Masaya Seo,M,19-23,Japan
19184,Catalin Buciuman,M,19-23,Romania
19185,Yu-Wei Tan,M,19-23,Taiwan
19186,Romeo Longo,M,19-23,South Africa
19187,Vladislav Shaibekov,M,19-23,Russia
19188,Coy Jorden,M,19-23,USA
19189,Victor Hugo Nakagawa,M,19-23,Brazil
19190,Hsueh-Liang Hung,M,19-23,Taiwan
19191,Ryuto Yoneyama,M,19-23,Japan
19192,Marat Aminov,M,19-23,Russia
19193,Henrik Hagen,M,19-23,Norway
19194,Kristián Slíž,M,19-23,Slovakia
19195,Caleb Lamberth,M,19-23,USA
19196,Tanner Lepage,M,19-23,Canada
19197,Dylan Moldovan,M,19-23,Canada
19198,Adrian Smith #4,M,19-23,South Africa
19199,Arun Sai Kumar,M,19-23,India
19200,Yaroslav Dikun,M,19-23,Russia
19201,Austen Zentner,M,19-23,Canada
19202,Indarjit Singh,M,19-23,India
19203,Khalid Schuler,M,19-23,USA
19204,Dylon Cook,M,19-23,USA
19205,Julian Sagøy,M,19-23,Norway
19206,Mikhail Vlasov,M,19-23,Russia
19207,Wesley Knox,M,19-23,USA
19208,Ákos Labát,M,19-23,Slovakia
19209,Guðfinnur Snær Magnússon,M,19-23,Iceland
19210,Ashiga Arumugam,F,14-18,India
19211,Veronika Chashchukhina,F,14-18,Russia
19212,Quamecca Stafford,F,14-18,USA
19213,Angelina Battige,F,14-18,USA
19214,Karina Chebunina,F,14-18,Russia
19215,Anastasiya Antonyuk,F,14-18,Ukraine
19216,Alina Domashina,F,14-18,Russia
19217,Anastasia Ivacheva,F,14-18,Russia
19218,Yu-Yu Huang,F,14-18,Taiwan
19219,Chiung-Yi Kao Huang,F,14-18,Taiwan
19220,Logapriya,F,14-18,India
19221,Jwala Jose L,F,14-18,India
19222,Asahi Koizumi,F,14-18,Japan
19223,Machaela Exner,F,14-18,USA
19224,Hritvika Sardesai,F,14-18,India
19225,Shay Naquin,F,14-18,USA
19226,Shyanne Naquin,F,14-18,USA
19227,Ann Ott Kayla,F,14-18,South Africa
19228,LeAnn Ramirez,F,14-18,USA
19229,Danielle Eaglin,F,14-18,USA
19230,Harmoni Brown,F,14-18,USA
19231,Dariia Brazhnyk,F,19-23,Ukraine
19232,Ya-Syuan Jheng,F,19-23,Taiwan
19233,Kyra Rodriguez,F,19-23,USA
19234,Kamali Kaliyappan,F,19-23,India
19235,Irina Ivanova #1,F,19-23,Russia
19236,Margarita Vasileva,F,19-23,Russia
19237,Tatiana Smolekho,F,19-23,Russia
19238,Alyson Galanga,F,19-23,USA
19239,Amber-Jade Meth,F,19-23,South Africa
19240,Marlene Sabathy,F,19-23,Austria
19241,Layla Ahmad Balduino,F,19-23,Brazil
19242,Ganna Bezhevets,F,19-23,Ukraine
19243,Kateřina Šupíková,F,19-23,Czechia
19244,Anna Schjoett,F,19-23,Denmark
19245,Jordanne Panton,F,19-23,USA
19246,Lavanya Vemula,F,19-23,India
19247,Aya Kurusu,F,19-23,Japan
19248,Cassandra Carlton,F,19-23,USA
19249,Marie Hauschild,F,19-23,Germany
19250,Ruth Sandbak Berge,F,19-23,Norway
19251,Natalie Bjaanes,F,19-23,Norway
19252,Stine Hamre,F,19-23,Norway
19253,Johanna Hübenthal,F,19-23,Germany
19254,Regina Ibatullina,F,19-23,Russia
19255,Ramya Pandian,F,19-23,India
19256,Anusha Donkena,F,19-23,India
19257,Barry Patchett,M,70-999,New Zealand
19258,Manuel Rodriguez #1,M,70-999,USA
19259,Guenter Runniger,M,70-999,Germany
19260,Robert Moore #13,M,70-999,USA
19261,Arnold Leesemann,M,70-999,Germany
19262,Flosi Jónsson,M,70-999,Iceland
19263,Kevin Strachan,M,70-999,New Zealand
19264,Carlos Lewis,M,60-69,USA
19265,Charles Ley,M,60-69,Canada
19266,Norman Tepa Sr,M,60-69,New Zealand
19267,James Fitzgerald,M,60-69,Ireland
19268,Daniel Jouannic,M,60-69,France
19269,Ireneusz Franusik,M,60-69,Poland
19270,Claude St-Hilaire,M,60-69,Canada
19271,Richard Carni,M,60-69,USA
19272,David Gray #1,M,60-69,England
19273,Mark Magnuson,M,60-69,Canada
19274,Robert Rodney,M,60-69,England
19275,Hugo Agostino,M,60-69,Argentina
19276,Harold Veilleux,M,60-69,Canada
19277,Irving Harris,M,60-69,Nauru
19278,David Charnock,M,60-69,England
19279,Tomoyoshi Shiiki,M,60-69,Japan
19280,Andrew Robertson,M,50-59,Singapore
19281,Alan Ridgard,M,50-59,South Africa
19282,Chad Anderson,M,50-59,New Zealand
19283,Oscar Aristi,M,50-59,Argentina
19284,Frédéric Spitz,M,50-59,France
19285,Derek Hayden,M,50-59,South Africa
19286,Roger Rogers,M,50-59,Guyana
19287,Les Laban,M,50-59,New Zealand
19288,Mark du Plessis,M,50-59,Singapore
19289,Jonathan Pye,M,50-59,New Zealand
19290,Danny Horth,M,50-59,Canada
19291,Johny Paelinck,M,50-59,Belgium
19292,Michael McQueen,M,50-59,USA
19293,Robert Lane #1,M,50-59,USA
19294,Vesa Kovalainen,M,50-59,Finland
19295,Juan Antonio Rodriguez Judias,M,50-59,Spain
19296,Hirokazu Honda,M,50-59,Japan
19297,Jim Rossborough,M,50-59,UK
19298,Adrian Murphy,M,50-59,England
19299,Donald Bigham,M,50-59,US Virgin Islands
19300,Thaddeus Say,M,50-59,USA
19301,Rob Dyke,M,50-59,Canada
19302,Tirth Ram,M,50-59,Belgium
19303,Marcel Benzler,M,50-59,Germany
19304,Xavier Piard,M,50-59,France
19305,Charif Rabah,M,50-59,Lebanon
19306,Kenji Nakama,M,50-59,Peru
19307,Bert Lynskey,M,50-59,Ireland
19308,Scott Simon #1,M,50-59,UK
19309,Mark Crandall,M,50-59,Canada
19310,Shaifulizzam Rouse,M,40-49,Singapore
19311,Ruben Serfaty,M,40-49,Argentina
19312,Russell McLaren,M,40-49,South Africa
19313,Hamad Al Ajm,M,40-49,UAE
19314,Tom Snow,M,40-49,New Zealand
19315,Akira Kurokawa,M,40-49,Japan
19316,Paul Walker #1,M,40-49,Scotland
19317,Joseph Chamberlain,M,40-49,Canada
19318,Chris Forget,M,40-49,South Africa
19319,Rob Ward #1,M,40-49,USA
19320,Braam Van Huyssteen,M,40-49,South Africa
19321,Jari Kaarnais,M,40-49,Finland
19322,Rajesh Babu,M,40-49,New Zealand
19323,Jon-paul Pritchard,M,40-49,Singapore
19324,Simon Voakes,M,40-49,England
19325,Tuan Nguyen #1,M,40-49,USA
19326,Yuosef Al Hashme,M,40-49,Qatar
19327,Julien Idier,M,40-49,France
19328,Adam John Horsewood,M,40-49,Singapore
19329,Ahmed Dawy,M,40-49,Qatar
19330,Jacco Daniel,M,40-49,Nauru
19331,Steve Cormier #1,M,40-49,Canada
19332,Andrew Stewart #1,M,40-49,Canada
19333,Dino Camire,M,40-49,Canada
19334,Robert Kun,M,40-49,Nauru
19335,Phil Brown,M,50-59,Canada
19336,Bill Clayton,M,70-999,USA
19337,Brad Salter,M,70-999,USA
19338,Antero Juntunen,M,70-999,Finland
19339,Roberto Alessio,M,60-69,Argentina
19340,Gerard Dally,M,60-69,USA
19341,Stephen King #1,M,60-69,New Zealand
19342,Paul Gidney,M,60-69,Canada
19343,Richard Johnson #2,M,60-69,USA
19344,Eric Verbel,M,50-59,USA
19345,John Demchak,M,50-59,USA
19346,Vladan Hasečić,M,50-59,Serbia
19347,Mitsuhisa Ogawa,M,50-59,Japan
19348,Petteri Nousiainen,M,50-59,Finland
19349,Ariunjargal Luvsanchultem,M,50-59,Mongolia
19350,Robert Nyborg Jaeger,M,50-59,Denmark
19351,Mohamad Ghazi,M,50-59,Syria
19352,Sorin Cazacu,M,50-59,Romania
19353,Uurtsaikh Tsolmon,M,50-59,Mongolia
19354,Enkhbat Sanduijav,M,50-59,Mongolia
19355,Batbileg Otgonsuren,M,40-49,Mongolia
19356,Kevin Fletcher,M,40-49,UK
19357,Michael Jean Sr,M,40-49,USA
19358,Amer Khorshid,M,40-49,Syria
19359,Weerasinghe Darin,M,40-49,Sri Lanka
19360,Lene Einarsen,F,60-69,Norway
19361,Helen Birathlilja,F,60-69,Sweden
19362,Gro-Berit Stavheim,F,60-69,Norway
19363,Yukiko Yanagisawa,F,50-59,Japan
19364,Merci Colorado,F,50-59,Ecuador
19365,Marieke van Linge,F,50-59,South Africa
19366,Jenni Sherwood #1,F,50-59,England
19367,Joanne Rose,F,50-59,Canada
19368,Linda Veedfald,F,50-59,Denmark
19369,Lena Kruuse Skovby Andersen,F,40-49,Denmark
19370,Nora Bjerregaard Jensen,F,40-49,Denmark
19371,Hege Berge,F,40-49,Norway
19372,Gemma Salter,F,40-49,UK
19373,Nina Mäkinen,F,40-49,Finland
19374,Lois Sprang,F,70-999,Trinidad and Tobago
19375,Joy Follis,F,70-999,UK
19376,Marina Cornwall,F,70-999,England
19377,Kirsti Løken,F,70-999,Norway
19378,Trish Muldrock,F,70-999,New Zealand
19379,Pranee Pascoe,F,60-69,Thailand
19380,Linda Thorne,F,60-69,UK
19381,Sari Juvonen,F,60-69,Finland
19382,Isodora Elsebeth Annemarie Nielsen,F,60-69,Denmark
19383,Shigemi Imai,F,60-69,Japan
19384,Kelly Wharton,F,60-69,Canada
19385,Sue Moar,F,60-69,New Zealand
19386,Deborah Tiernan,F,60-69,England
19387,Mari Noguchi,F,60-69,Japan
19388,Karen Humphreys,F,60-69,New Zealand
19389,Catherine Davies,F,60-69,England
19390,Susanne Steidle,F,60-69,Germany
19391,Michelle Cheam,F,60-69,Singapore
19392,Ulla Nancy Jensen,F,60-69,Denmark
19393,Noriko Tsuji,F,60-69,Japan
19394,Christine Nguyen,F,50-59,Canada
19395,Tomoko Tasaka,F,50-59,Japan
19396,Suzanne Hartwig-Gary,F,50-59,USA
19397,Jane Kvelland Berntsen,F,50-59,Norway
19398,Vanessa Schlebusch,F,50-59,South Africa
19399,Corrinna Fahey,F,50-59,Canada
19400,Patricia Johnson,F,50-59,USA
19401,Gillian Lomax,F,50-59,England
19402,Leah Cruciani,F,50-59,USA
19403,Misako Hashimoto,F,50-59,Japan
19404,Paulina Tanoto,F,50-59,Singapore
19405,Bobby-Jo Williamson,F,50-59,New Zealand
19406,Suellen Lugg,F,50-59,New Zealand
19407,Mervi Sirkiä,F,50-59,Finland
19408,Ime Telea,F,50-59,New Zealand
19409,Jillian Sproul,F,50-59,Canada
19410,Lorraine McKenna,F,50-59,Ireland
19411,Joah Iannotta,F,50-59,USA
19412,Hege Velten,F,50-59,Norway
19413,Anna Sashegyi,F,50-59,Hungary
19414,Tasha Williams,F,50-59,New Zealand
19415,Theresa Kwan,F,50-59,Canada
19416,Siri Hoogen,F,50-59,USA
19417,Katja Kärkkäinen,F,50-59,Finland
19418,Elizabeth Hall #2,F,50-59,New Zealand
19419,Christina Fordyce,F,50-59,New Zealand
19420,Kimberly Ellis #1,F,50-59,Belgium
19421,Solveig Mehlum Teppen,F,40-49,Norway
19422,Jacqui Broesky,F,40-49,Canada
19423,Michelle Vandegriend,F,40-49,Canada
19424,Anita Broczek,F,40-49,New Zealand
19425,Tarryn Valle,F,40-49,South Africa
19426,Camilla Kjærside,F,40-49,Denmark
19427,Teija Grönlund,F,40-49,Finland
19428,Lakesha Lee,F,40-49,US Virgin Islands
19429,Morgan Haupt,F,40-49,Canada
19430,Jeri Munroe,F,40-49,Canada
19431,Natsuki Iha,F,40-49,Japan
19432,Saudi Tan Sze Yin,F,40-49,Singapore
