meet_id,Date,MeetCountry,MeetState,MeetTown,MeetName,Federation,ParentFederation,Tested,Sanctioned
547,2014-09-06,Netherlands,NB,Tilburg,Qualifier Dutch Classic Powerlifting Championships,KNKF-SP,IPF,Yes,Yes
548,2026-05-09,Netherlands,,Breda,Breda Grand Prix,KNKF-SP,IPF,Yes,Yes
549,2025-06-22,Netherlands,,Weert,Subjunioren NK Powerliften,KNKF-SP,IPF,Yes,Yes
550,2018-09-22,Netherlands,GE,Nijmegen,SBD Cup,KNKF-SP,IPF,Yes,Yes
551,2022-04-17,Netherlands,,Weert,Subjunioren & Masters NK Powerliften Classic,KNKF-SP,IPF,Yes,Yes
552,2023-11-18,Netherlands,,Delft,NSK Powerliften,KNKF-SP,IPF,Yes,Yes
553,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup,KNKF-SP,IPF,Yes,Yes
554,2024-09-29,Netherlands,,Beuningen,Speijers Sports Powerlift Cup,KNKF-SP,IPF,Yes,Yes
555,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren,KNKF-SP,IPF,Yes,Yes
556,2015-06-13,Netherlands,NB,Tilburg,DRC Cup,KNKF-SP,IPF,Yes,Yes
557,2023-06-10,Netherlands,,Wageningen,GNSK Powerliften,KNKF-SP,IPF,Yes,Yes
558,2020-02-01,Netherlands,,Groningen,Northside Barbell Cup,KNKF-SP,IPF,Yes,Yes
559,2022-03-05,Netherlands,,Eindhoven,Odin Open Bench Press Qualifier,KNKF-SP,IPF,Yes,Yes
560,2019-10-05,Netherlands,ZH,Delft,Dutch Student Championships,KNKF-SP,IPF,Yes,Yes
561,2023-04-29,Netherlands,,Stramproy,Junioren NK Powerliften,KNKF-SP,IPF,Yes,Yes
562,2022-03-05,Netherlands,,Eindhoven,Subjunioren & Junioren & Masters NK Bankdrukken Classic,KNKF-SP,IPF,Yes,Yes
563,2023-09-09,Netherlands,,Nijmegen,SBD Cup,KNKF-SP,IPF,Yes,Yes
564,2016-04-16,Netherlands,NH,Noord-Scharwoude,Dutch Juniors & Sub-Juniors Championships,KNKF-SP,IPF,Yes,Yes
565,2020-09-20,Netherlands,,Weert,Loods 37 Cup Powerlifting Classic,KNKF-SP,IPF,Yes,Yes
566,2008-03-01,Latvia,,Jelgava,Latvian Bench Press Championships,LPF,IPF,Yes,Yes
567,2017-05-20,Latvia,,Riga,SELL Student Games,LJTF,IPF,Yes,Yes
568,2005-04-02,Latvia,,Aizkraukle,Latvian Powerlifting Championships,LPF,IPF,Yes,Yes
569,2001-03-24,Latvia,,,Latvian Bench Press Championships,LPF,IPF,Yes,Yes
570,2000-04-29,Latvia,,Jelgava,Latvian Juniors Powerlifting Championships,LPF,IPF,Yes,Yes
571,2006-04-02,Latvia,,Riga,Latvian Powerlifting Championships,LPF,IPF,Yes,Yes
572,2005-04-08,Latvia,,Jelgava,Latvian Bench Press Championships,LPF,IPF,Yes,Yes
573,2001-10-13,Latvia,,Tukuma,Tukuma Powerlifting Championships,LPF,IPF,Yes,Yes
574,2002-04-06,Latvia,,,Latvian Powerlifting Championships,LPF,IPF,Yes,Yes
575,1997-04-19,Latvia,,,Latvian Juniors Powerlifting Championships,LPF,IPF,Yes,Yes
576,1998-04-25,Latvia,,Jelgava,Latvian Juniors Powerlifting Championships,LPF,IPF,Yes,Yes
577,2001-03-24,Latvia,,,Latvian Powerlifting Championships,LPF,IPF,Yes,Yes
578,2001-04-28,Latvia,,,Latvian Juniors Powerlifting Championships,LPF,IPF,Yes,Yes
579,1999-10-30,Latvia,,Aluksne,Latvian Bench Press Championships,LPF,IPF,Yes,Yes
580,2000-03-25,Latvia,,Jelgava,Latvian Powerlifting Championships,LPF,IPF,Yes,Yes
581,1998-11-14,Latvia,,Jelgava,Latvian Bench Press Championships,LPF,IPF,Yes,Yes
582,1999-04-24,Latvia,,Jelgava,Latvian Junior Powerlifting Championships,LPF,IPF,Yes,Yes
583,1999-03-27,Latvia,,Jelgava,Latvian Powerlifting Championships,LPF,IPF,Yes,Yes
584,2020-03-07,Latvia,,Talsu,Talsu Novada Sporta Spēles,LPF,IPF,Yes,Yes
585,1998-03-21,Latvia,,Jelgava,Latvian Powerlifting Championships,LPF,IPF,Yes,Yes
586,1997-03-08,Latvia,,,Latvian Powerlifting Championships,LPF,IPF,Yes,Yes
587,2013-06-01,Romania,,,Campionatul National de Powerlifting Juniori si Tineret,FRPL,IPF,Yes,Yes
588,2012-09-08,Romania,,Bacau,Campionatul National de Seniori,FRPL,IPF,Yes,Yes
589,2014-06-21,Romania,,,Campionatul National de Powerlifting,FRPL,IPF,Yes,Yes
590,2019-04-06,Romania,,Timisoara,Campionatul National de Powerlifting,FRPL,IPF,Yes,Yes
591,2024-09-16,Romania,,Alba Iulia,Campionatul National,FRPL,IPF,Yes,Yes
592,2019-10-12,Romania,,Baile Herculane,Campionatul National de Impins din Culcat Clasic,FRPL,IPF,Yes,Yes
593,2026-04-26,Romania,,,Iron Team Cup Editia III,FRPL,IPF,Yes,Yes
594,2014-03-15,Romania,,Alba Iulia,Campionatul National de Powerlifting Copii si Cadeti,FRPL,IPF,Yes,Yes
595,2015-06-27,Romania,,Sibiu,Campionatul National de Powerlifting,FRPL,IPF,Yes,Yes
596,2016-03-27,Romania,,Teius,Campionatul National de Powerlifting Copii si Cadeti,FRPL,IPF,Yes,Yes
597,2010-11-27,Romania,,Alba Iulia,Campionatul National de Seniori,FRPL,IPF,Yes,Yes
598,2021-09-29,Romania,,,Campionatul Național,FRPL,IPF,Yes,Yes
599,2011-09-03,Romania,,Timisoara,Campionatul National de Powerlifting,FRPL,IPF,Yes,Yes
600,2019-09-14,Romania,,Blejoi,Campionatul National de Powerlifting Clasic,FRPL,IPF,Yes,Yes
601,2013-10-19,Romania,,Teius,Cupa Romaniei,FRPL,IPF,Yes,Yes
602,2013-12-01,Romania,,Alba Iulia,Campionatul National Impins din Culcat,FRPL,IPF,Yes,Yes
603,2012-10-20,Romania,,Stremt,Cupa Romaniei,FRPL,IPF,Yes,Yes
604,2012-02-03,Romania,,Galda de Jos,Campionatul National de Cadeti,FRPL,IPF,Yes,Yes
605,2011-02-05,Romania,,Alba Iulia,Campionatul National de Cadeti,FRPL,IPF,Yes,Yes
606,2016-11-19,Romania,,Sibiu,Campionatul National de Impins din Culcat,FRPL,IPF,Yes,Yes
607,2014-11-22,Romania,,Alba Iulia,Campionatul National de Impins din Culcat,FRPL,IPF,Yes,Yes
608,2018-09-08,Romania,SB,Sibiu,Campionat National de Impins din Culcat Classic,FRPL,IPF,Yes,Yes
609,2017-11-11,Romania,,Sibiu,Campionatul National de Impins din Culcat,FRPL,IPF,Yes,Yes
610,2013-02-09,Romania,,Alba Iulia,Campionatul National de Powerlifting Copii si Cadeti,FRPL,IPF,Yes,Yes
611,2010-01-30,Romania,,Alba Iulia,Campionatul National de Cadeti,FRPL,IPF,Yes,Yes
612,2018-11-17,Romania,,Alba Iulia,Campionatul National de Impins din Culcat,FRPL,IPF,Yes,Yes
613,2025-09-15,Romania,,Alba Iulia,Campionatul National,FRPL,IPF,Yes,Yes
614,2013-09-07,Romania,,Timisoara,Campionatul National de Powerlifting,FRPL,IPF,Yes,Yes
615,2009-10-11,Romania,,Alba Iulia,Campionatul National de Cadeti,FRPL,IPF,Yes,Yes
616,2011-05-28,Romania,,Alba Iulia,Campionatul National de Juniori,FRPL,IPF,Yes,Yes
617,2012-05-25,Romania,,Ramnicu Valcea,Campionatul National de Juniori si Tineret,FRPL,IPF,Yes,Yes
618,2017-04-08,Romania,,Blejoi,Campionatul National de Powerlifting,FRPL,IPF,Yes,Yes
619,2020-11-28,Romania,,Sânmartin,Campionatul National de Impins din Culcat,FRPL,IPF,Yes,Yes
620,2019-11-09,Romania,,Baile Felix,Campionatul National de Impins din Culcat Echipat,FRPL,IPF,Yes,Yes
621,2012-11-24,Romania,,Alba Iulia,Campionatul National de Impins din Culcat,FRPL,IPF,Yes,Yes
622,2023-06-06,Romania,,Cluj-Napoca,Campionatul Național,FRPL,IPF,Yes,Yes
623,2015-03-28,Romania,,Alba Iulia,Campionatul National de Powerlifting Copii si Cadeti,FRPL,IPF,Yes,Yes
624,2009-11-28,Romania,,Alba Iulia,Campionatul National de Juniori Seniori,FRPL,IPF,Yes,Yes
625,2016-06-25,Romania,,Beius,Campionatul National de Powerlifting,FRPL,IPF,Yes,Yes
626,2014-10-11,Romania,,Beius,Cupa Romaniei,FRPL,IPF,Yes,Yes
627,2018-03-31,Romania,,Alba Iulia,Campionatul National de Powerlifting,FRPL,IPF,Yes,Yes
628,2022-04-08,Romania,,,Campionatul Național,FRPL,IPF,Yes,Yes
629,2015-11-22,Romania,,Sibiu,Campionatul National de Impins din Culcat,FRPL,IPF,Yes,Yes
630,2010-05-28,Romania,,Alba Iulia,Campionatul National de Juniori,FRPL,IPF,Yes,Yes
631,2020-10-01,Romania,,Băile Herculane,Campionatul Național,FRPL,IPF,Yes,Yes
632,2022-09-29,Romania,,,Campionatul Național Clasic,FRPL,IPF,Yes,Yes
633,2016-10-22,Romania,,Ramnicu Valea,Campionatul National de Powerlifting,FRPL,IPF,Yes,Yes
634,2015-09-12,Australia,WA,Perth,Perth Fitness and Health Expo Championships,PA,IPF,Yes,Yes
635,2012-07-07,Australia,WA,Mt Hawthorn,Strength Club Open,PA,IPF,Yes,Yes
636,2017-07-01,Australia,QLD,Cairns,NQ Open II,PA,IPF,Yes,Yes
637,2009-10-18,Australia,NSW,Sydney,Sydney Bench Press Open,PA,IPF,Yes,Yes
638,2013-09-14,Australia,NSW,Toronto,Toronto Open Championships,PA,IPF,Yes,Yes
639,2016-11-19,Australia,SA,Adelaide,Adelaide Open III,PA,IPF,Yes,Yes
640,2013-11-03,Australia,ACT,Canberra,OneRepMax,PA,IPF,Yes,Yes
641,2016-12-17,Australia,WA,Perth,Lifters Labyrinth II,PA,IPF,Yes,Yes
642,2017-02-05,Australia,NSW,Sydney,Top Lifter I,PA,IPF,Yes,Yes
643,2017-06-11,Australia,NSW,Sydney,Power Elite Open,PA,IPF,Yes,Yes
644,2015-03-01,Australia,NSW,Bulli,NSPC Mini Raw Open II,PA,IPF,Yes,Yes
645,2015-10-24,Australia,WA,Rockingham,Clash of Clans,PA,IPF,Yes,Yes
646,2003-11-23,Australia,NSW,Sydney,Matti Tikka,PA,IPF,Yes,Yes
647,2000-01-01,Australia,SA,,Bill Fox Memorial,PA,IPF,Yes,Yes
648,2014-10-18,Australia,NSW,Sydney,Matti Tikka Challenge,PA,IPF,Yes,Yes
649,2013-09-14,Australia,QLD,Gold Coast,Gold Coast Barbell Beach Bash,PA,IPF,Yes,Yes
650,2002-11-03,Australia,NSW,Sydney,Gay Games,PA,IPF,Yes,Yes
651,2002-02-16,Australia,VIC,Colac,Colac Summer Open,PA,IPF,Yes,Yes
652,2017-03-18,Australia,ACT,Canberra,Capital Challenge,PA,IPF,Yes,Yes
653,2007-05-19,Australia,TAS,Wynyard,Wynyard Open,PA,IPF,Yes,Yes
654,2011-06-12,Australia,QLD,Brisbane,Acacia Park Novice Powerlifting and Bench Press Competition,PA,IPF,Yes,Yes
655,2001-09-09,Australia,QLD,Ipswich,Ipswich Open,PA,IPF,Yes,Yes
656,2005-04-09,Australia,NSW,Myuna Bay,NSW Juniors & Masters and Trans-Tasman Masters Games,PA,IPF,Yes,Yes
657,2004-10-09,Australia,NSW,Umina Beach,NSW Spring Grading,PA,IPF,Yes,Yes
658,2002-01-01,Australia,,,Singleton Strength Triathalon,PA,IPF,Yes,Yes
659,2016-04-30,Australia,VIC,Melbourne,Melbourne Open,PA,IPF,Yes,Yes
660,2003-07-19,Australia,,,Australian Open Championships,PA,IPF,Yes,Yes
661,2000-06-24,Australia,VIC,Colac,Victorian Winter Open,PA,IPF,Yes,Yes
662,2017-12-10,Australia,VIC,Melbourne,Just Strong,PA,IPF,Yes,Yes
663,2008-08-23,Australia,QLD,Brisbane,UQ Novice Competition,PA,IPF,Yes,Yes
664,2014-11-29,Australia,QLD,Brisbane,Summer UQ Novice II,PA,IPF,Yes,Yes
665,2004-12-11,Australia,TAS,,Tasmanian State Championships,PA,IPF,Yes,Yes
666,2001-12-01,Australia,,,Matti Tikka,PA,IPF,Yes,Yes
667,2012-02-12,Australia,VIC,Melbourne,Melbourne Summer Bash,PA,IPF,Yes,Yes
668,2017-03-04,Australia,QLD,Townsville,NQ Open 1,PA,IPF,Yes,Yes
669,2004-01-02,Australia,WA,Perth,WA State Championships,PA,IPF,Yes,Yes
670,2016-07-10,Australia,NSW,Sydney,Top Lifter III,PA,IPF,Yes,Yes
671,2016-08-05,Australia,VIC,Melbourne,Australian Equipped Powerlifting Championships,PA,IPF,Yes,Yes
672,2016-08-20,Australia,WA,Perth,Pacific Invitational,PA,IPF,Yes,Yes
673,2004-02-22,Australia,NSW,,NSW Eastern Grading Competition,PA,IPF,Yes,Yes
674,2014-08-30,Australia,NSW,Toronto,Toronto Open,PA,IPF,Yes,Yes
675,2012-10-13,Australia,WA,Port Kennedy,Crossfit Armed Open,PA,IPF,Yes,Yes
676,2013-06-30,Australia,NSW,South Granville,Hercules of the West,PA,IPF,Yes,Yes
677,2012-09-16,Australia,VIC,Hawthorn,Starting Strength Challenge,PA,IPF,Yes,Yes
678,2014-09-20,Australia,QLD,Brisbane,Strength Sports Powerlifting Challenge,PA,IPF,Yes,Yes
679,2000-04-15,Australia,VIC,Melbourne,Australian Juniors & Masters Championships,PA,IPF,Yes,Yes
680,2009-05-30,Australia,SA,Mannum,South Australian Open,PA,IPF,Yes,Yes
681,2015-07-18,Australia,VIC,Melbourne,Obsidian Winter Night Open,PA,IPF,Yes,Yes
682,2008-11-15,Australia,TAS,Wynyard,Wynyard Open,PA,IPF,Yes,Yes
683,2014-02-16,Australia,VIC,Hawthorn,Melbourne Summer Bash,PA,IPF,Yes,Yes
684,2007-10-27,Australia,SA,Mannum,Country vs City Challenge,PA,IPF,Yes,Yes
685,2013-06-02,Australia,QLD,Brisbane,UQ Brisbane Cup,PA,IPF,Yes,Yes
686,2017-09-24,Australia,NSW,Sydney,Hercules of the West,PA,IPF,Yes,Yes
687,2015-10-11,Australia,VIC,Melbourne,Obsidian Spring Open,PA,IPF,Yes,Yes
688,2012-11-24,Australia,WA,Mt Hawthorn,Strength Club Classic,PA,IPF,Yes,Yes
689,2001-03-11,Australia,WA,Perth,WA Qualifying,PA,IPF,Yes,Yes
690,2005-12-03,Australia,VIC,Colac,Victorian December Extravaganza,PA,IPF,Yes,Yes
691,2017-04-30,Australia,NSW,Sydney,Pacific Invitational Bench Press,PA,IPF,Yes,Yes
692,2007-11-11,Australia,NSW,Sydney,Matti Tikka Championships,PA,IPF,Yes,Yes
693,2010-03-20,Australia,TAS,Launceston,Launceston Open,PA,IPF,Yes,Yes
694,2016-02-28,Australia,NT,Darwin,Cyclone Challenge,PA,IPF,Yes,Yes
695,2010-09-11,Australia,TAS,Launceston,Launceston Novice Comp,PA,IPF,Yes,Yes
696,2014-10-11,Australia,VIC,Swan Hill,Murray River Challenge,PA,IPF,Yes,Yes
697,2009-11-28,Australia,QLD,Beenleigh,SE Challenge,PA,IPF,Yes,Yes
698,2017-04-02,Australia,NSW,Penrith,Matti Tikka,PA,IPF,Yes,Yes
699,2002-04-29,Australia,,,Australian Juniors & Masters Powerlifting Championships,PA,IPF,Yes,Yes
700,2005-12-10,Australia,TAS,Launceston,Tasmanian State Titles,PA,IPF,Yes,Yes
701,2011-02-26,Australia,WA,Karrartha,North West Challenge,PA,IPF,Yes,Yes
702,2017-12-03,Australia,VIC,Melbourne,JPS Open II,PA,IPF,Yes,Yes
703,2016-10-01,Australia,NSW,Sydney,ACU Barbell Club Challenge II,PA,IPF,Yes,Yes
704,2002-05-05,Australia,QLD,,Queensland State Championships,PA,IPF,Yes,Yes
705,2012-03-03,Australia,VIC,Merbein,Mildura Open,PA,IPF,Yes,Yes
706,2013-07-27,Australia,WA,Mt Hawthorn,West Australian Open,PA,IPF,Yes,Yes
707,2017-05-14,Australia,NSW,Syndey,Top Lifter II,PA,IPF,Yes,Yes
708,2016-12-17,Australia,ACT,Canberra,Capital Christmas Challenge,PA,IPF,Yes,Yes
709,2011-05-21,Australia,WA,Belmont,WA Open,PA,IPF,Yes,Yes
710,2017-04-01,Australia,TAS,Hobart,Hobart Open,PA,IPF,Yes,Yes
711,2009-02-14,Australia,TAS,Launceston,Launceston Challenge,PA,IPF,Yes,Yes
712,2003-01-01,Australia,NSW,Hunter Valley,Hunter Valley Bench Press,PA,IPF,Yes,Yes
713,2005-10-15,Australia,SA,,SA State Titles,PA,IPF,Yes,Yes
714,2016-08-05,Australia,VIC,Melbourne,Australian Juniors-Masters Championships,PA,IPF,Yes,Yes
715,2013-03-10,Australia,QLD,Gold Coast,Gold Coast Barbell Open,PA,IPF,Yes,Yes
716,2008-09-06,Australia,NSW,Toronto,NSW Bench Press Open & Lake Macquarie Open,PA,IPF,Yes,Yes
717,2004-07-17,Australia,TAS,Launceston,Tasmanian Regional Launceston,PA,IPF,Yes,Yes
718,2000-09-09,Australia,NSW,Thornton,NSW Bench Press Championships,PA,IPF,Yes,Yes
719,2016-04-03,Australia,NSW,Sydney,ACU Barbell Challenge,PA,IPF,Yes,Yes
720,2015-06-28,Australia,NSW,Redfern,Top Lifter III Day 2,PA,IPF,Yes,Yes
721,2013-10-26,Australia,WA,Rockingham,The Assassin Open,PA,IPF,Yes,Yes
722,2008-02-16,Australia,VIC,Melbourne,Melbourne Summer Bash,PA,IPF,Yes,Yes
723,2015-05-23,Australia,VIC,Melbourne,Spartan's Cup Challenge,PA,IPF,Yes,Yes
724,2004-01-01,Australia,VIC,,Australian Juniors & Masters and Victorian Open,PA,IPF,Yes,Yes
725,2015-02-22,Australia,NSW,Redfern,Top Lifter,PA,IPF,Yes,Yes
726,2011-12-03,Australia,NSW,North Sydney,Matti Tikka Challenge,PA,IPF,Yes,Yes
727,2010-05-08,Australia,SA,Mannum,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,IPF,Yes,Yes
728,2012-05-19,Australia,NSW,Singleton,Singleton Strength Triathlon,PA,IPF,Yes,Yes
729,2016-05-29,Australia,NT,Darwin,Croc Classic,PA,IPF,Yes,Yes
730,2002-04-20,Australia,TAS,,Tasmanian North West Qualifier,PA,IPF,Yes,Yes
731,2014-07-20,Australia,NSW,Sydney,Australian Championship Qualifier,PA,IPF,Yes,Yes
732,2004-05-01,Australia,NSW,,NSW State Championships,PA,IPF,Yes,Yes
733,2017-08-12,Australia,QLD,Brisbane,Return of the Iron,PA,IPF,Yes,Yes
734,2015-09-06,Australia,NSW,Redfern,Top Lifter IV,PA,IPF,Yes,Yes
735,2013-02-09,Australia,VIC,Mildura,Mildura Open,PA,IPF,Yes,Yes
736,2016-06-25,Australia,QLD,Cairns,NQ Open II,PA,IPF,Yes,Yes
737,2011-11-27,Australia,QLD,Brisbane,SE Challenge Powerlifting and Benchpress Championships,PA,IPF,Yes,Yes
738,2017-04-23,Australia,NT,Darwin,Southern Steel Showdown,PA,IPF,Yes,Yes
739,2003-11-30,Australia,VIC,,Victorian Extravaganza,PA,IPF,Yes,Yes
740,2003-06-30,Australia,VIC,Melbourne,Con v Con,PA,IPF,Yes,Yes
741,2014-06-22,Australia,NSW,Narellan,Hydrofit Open III,PA,IPF,Yes,Yes
742,2008-07-27,Australia,NSW,Newcastle,Australian Open Bench Press Championships and Benchfest Classic,PA,IPF,Yes,Yes
743,2006-09-09,Australia,NSW,Lake Macquarie,NSW Bench Press & Lake Macquarie Bench Press & Deadlift,PA,IPF,Yes,Yes
744,2017-05-21,Australia,VIC,Melbourne,Obsidian Showdown III,PA,IPF,Yes,Yes
745,2003-03-01,Australia,WA,Perth,WA Qualifying,PA,IPF,Yes,Yes
746,2014-04-04,Australia,VIC,Melbourne,Australian Raw Powerlifting Championships,PA,IPF,Yes,Yes
747,2017-05-27,Australia,QLD,Rockhampton,Lionheart Barbell Club Open,PA,IPF,Yes,Yes
748,2000-04-30,Australia,SA,Adelaide,SA State Championships,PA,IPF,Yes,Yes
749,2013-08-10,Australia,QLD,Brisbane,Strength Sports Challenge,PA,IPF,Yes,Yes
750,2017-02-26,Australia,NSW,Sydney,City Strength HQ Open II,PA,IPF,Yes,Yes
751,2012-01-29,Australia,QLD,Brisbane,Summer UQ Novice Comp,PA,IPF,Yes,Yes
752,2017-04-22,Australia,QLD,Brisbane,Iron Fest V,PA,IPF,Yes,Yes
753,2005-05-15,Australia,NSW,Maroubra,NSW State Open,PA,IPF,Yes,Yes
754,2016-07-23,Australia,QLD,Brisbane,SSG Powerlifting Showdown,PA,IPF,Yes,Yes
755,2015-07-25,Australia,NSW,Newcastle,Australian Equipped National Championships,PA,IPF,Yes,Yes
756,2003-09-06,Australia,QLD,Brisbane,Brisbane Invitational,PA,IPF,Yes,Yes
757,2011-07-17,Australia,NSW,Sydney,Hercules of the West RAW Championships,PA,IPF,Yes,Yes
758,2015-03-22,Australia,QLD,Brisbane,Iron Fest III,PA,IPF,Yes,Yes
759,2005-09-11,Australia,NSW,Lake Macquerie,NSW Open Bench Press and Lake Macquerie BP & Deadlift,PA,IPF,Yes,Yes
760,2017-12-09,Australia,QLD,Brisbane,Xmas Iron Throwdown,PA,IPF,Yes,Yes
761,2015-08-08,Australia,NSW,Penrith,Odin's Trial,PA,IPF,Yes,Yes
762,2012-06-10,Australia,VIC,Hawthorn,Hawk Challenge,PA,IPF,Yes,Yes
763,2007-04-15,Australia,WA,,WA Qualifier,PA,IPF,Yes,Yes
764,2003-09-06,Australia,VIC,,Victorian Country Championships,PA,IPF,Yes,Yes
765,2002-01-01,Australia,TAS,,Tasmanian Open Championships,PA,IPF,Yes,Yes
766,2010-09-19,Australia,VIC,Hawthorn,Starting Strength Challenge,PA,IPF,Yes,Yes
767,2002-02-16,Australia,TAS,,Tasmanian Northern Qualifier,PA,IPF,Yes,Yes
768,2017-04-28,Australia,NSW,Sydney,Sydney Open,PA,IPF,Yes,Yes
769,2012-04-22,Australia,NSW,North Sydney,Performance Sports Open,PA,IPF,Yes,Yes
770,2015-05-30,Australia,QLD,Brisbane,Strength Sports Open,PA,IPF,Yes,Yes
771,2010-02-20,Australia,VIC,Campbellfield,Melbourne Summer Bash,PA,IPF,Yes,Yes
772,2015-09-05,Australia,QLD,Brisbane,Strength Sports Gym Powerlifting Challenge,PA,IPF,Yes,Yes
773,2017-11-18,Australia,QLD,Brisbane,SSG Open II,PA,IPF,Yes,Yes
774,2010-04-11,Australia,QLD,Townsville,Suncorp North Queensland Games,PA,IPF,Yes,Yes
775,2014-02-22,Australia,NSW,Bristow,Bristow Open,PA,IPF,Yes,Yes
776,2013-04-20,Australia,NSW,Sydney,Total Strength Elite Max II,PA,IPF,Yes,Yes
777,2002-01-01,Australia,QLD,Townsville,Queensland Masters & Townsville Open,PA,IPF,Yes,Yes
778,2017-10-29,Australia,NSW,Sydney,Power Elite Open,PA,IPF,Yes,Yes
779,2003-03-29,Australia,TAS,Hobart,Tasmania Qualifying,PA,IPF,Yes,Yes
780,2001-05-05,Australia,NSW,Singleton,NSW Bench Press Championships,PA,IPF,Yes,Yes
781,2007-03-31,Australia,SA,Mannum,Mannum Cup,PA,IPF,Yes,Yes
782,2004-09-12,Australia,NSW,Lake Macquarie,NSW State Bench Press & Lake Macquerie Competition & Oceania Qualifier,PA,IPF,Yes,Yes
783,2011-03-19,Australia,NSW,Caves Beach,Bristow Open and Lack Macquarie Master Games,PA,IPF,Yes,Yes
784,2009-09-27,Australia,QLD,Townsville,John Hill Cup,PA,IPF,Yes,Yes
785,2015-11-22,Australia,VIC,Melbourne,SFA 2nd Intervarsity and Open Powerlifting Championships,PA,IPF,Yes,Yes
786,2009-12-05,Australia,WA,Cannington,WA Push Pull Challenge,PA,IPF,Yes,Yes
787,2015-08-14,Australia,VIC,Melbourne,Australian Bench Press Championships,PA,IPF,Yes,Yes
788,2009-10-11,Australia,SA,Mannum,Riverland Challenge,PA,IPF,Yes,Yes
789,2016-05-22,Australia,QLD,Brisbane,UQ Strength Challenge,PA,IPF,Yes,Yes
790,2012-11-25,Australia,VIC,Melbourne,Victorian Extravaganza,PA,IPF,Yes,Yes
791,2004-01-01,Australia,QLD,,QLD State Championships,PA,IPF,Yes,Yes
792,2015-12-27,Australia,VIC,Melbourne,Obsidian Holiday Open,PA,IPF,Yes,Yes
793,2015-03-28,Australia,SA,Adelaide,March Breakout,PA,IPF,Yes,Yes
794,2012-04-29,Australia,WA,Perth,WA Open,PA,IPF,Yes,Yes
795,2011-04-30,Australia,QLD,Townsville,Australian Juniors and Masters Powerlifting and Bench Press Championships and Art of Strength Raw Championships,PA,IPF,Yes,Yes
796,2001-12-15,Australia,TAS,,Tasmanian Open Championships,PA,IPF,Yes,Yes
797,2013-12-01,Australia,QLD,Brisbane,UQ Challenge,PA,IPF,Yes,Yes
798,2005-01-01,Australia,VIC,,National Bench Press Cup,PA,IPF,Yes,Yes
799,2017-03-04,Australia,NSW,Newcastle,Bristow Open,PA,IPF,Yes,Yes
800,2004-07-01,Australia,VIC,Melbourne,Sharkey-Giffin Qualifier,PA,IPF,Yes,Yes
801,2008-02-09,Australia,QLD,,QLD Masters & Juniors Competition,PA,IPF,Yes,Yes
802,2014-04-05,Australia,VIC,Melbourne,Raw Pacific Invitational,PA,IPF,Yes,Yes
803,2017-02-26,Australia,QLD,Brisbane,UQ Open 1,PA,IPF,Yes,Yes
804,2017-10-13,Australia,VIC,Melbourne,Australia National Open Championships,PA,IPF,Yes,Yes
805,2001-11-17,Australia,,,Total Fitness Challenge,PA,IPF,Yes,Yes
806,2010-04-17,Australia,QLD,Townsville,Suncorp North Queensland Games International,PA,IPF,Yes,Yes
807,2015-12-20,Australia,VIC,Melbourne,SFA Lift for Life Charity Challenge,PA,IPF,Yes,Yes
808,2013-05-18,Australia,NSW,Singleton,Singleton Strength Triathlon,PA,IPF,Yes,Yes
809,2014-10-26,Australia,QLD,Brisbane,Champions of Iron,PA,IPF,Yes,Yes
810,2017-09-10,Australia,NSW,Sydney,Top Lifter V,PA,IPF,Yes,Yes
811,2001-06-17,Australia,VIC,Broadmeadows,Victorian Seniors,PA,IPF,Yes,Yes
812,2008-06-14,Australia,VIC,Melbourne,Melbourne Novice Competition,PA,IPF,Yes,Yes
813,2000-02-20,Australia,NSW,Praire Vale,NSW Eastern Grading,PA,IPF,Yes,Yes
814,2017-09-23,Australia,QLD,Brisbane,BNB Bash IV,PA,IPF,Yes,Yes
815,2000-09-09,Australia,,,Australian Bench Press Championships,PA,IPF,Yes,Yes
816,2003-01-01,Australia,,,Australian Juniors & Masters Powerlifting Championships,PA,IPF,Yes,Yes
817,2003-07-14,Australia,TAS,,Tasmanian PCYC Challenge,PA,IPF,Yes,Yes
818,2002-03-09,Australia,QLD,Brisbane,QLD Juniors State Championships & Brisbane Open,PA,IPF,Yes,Yes
819,2001-05-05,Australia,NSW,Singleton,NSW State Championships,PA,IPF,Yes,Yes
820,2006-03-11,Australia,TAS,Wynyard,North West Qualifier,PA,IPF,Yes,Yes
821,2015-04-26,Australia,NSW,Bulli,NSPC Mini Raw Open II,PA,IPF,Yes,Yes
822,2000-09-10,Australia,SA,,Bench Press Championships,PA,IPF,Yes,Yes
823,2015-06-21,Australia,VIC,Melbourne,SFA Winter Open,PA,IPF,Yes,Yes
824,2006-04-09,Australia,VIC,Mildura,Bench Press Cup,PA,IPF,Yes,Yes
825,2001-04-07,Australia,VIC,Mildura,Victorian Championships,PA,IPF,Yes,Yes
826,2017-08-04,Australia,VIC,Melbourne,Australian Bench Press Championships,PA,IPF,Yes,Yes
